ICES rectangle,country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort
47E6,ENG,IIA,3B2,LL1,NONE,O15M,2006,58
49E6,ENG,IIA,3B2,LL1,NONE,O15M,2006,46
50E7,ENG,IIA,3B2,LL1,NONE,O15M,2006,57
51E7,ENG,IIA,3B2,LL1,NONE,O15M,2006,75
51E8,ENG,IIA,3B2,LL1,NONE,O15M,2006,57
44E8,SCO,IIA,3B2,LL1,NONE,O15M,2006,24
43E9,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,48
44F2,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,24
46F1,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,72
47F1,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,96
48F1,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,108
49F1,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,60
49F2,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,24
47E7,NIR,IIA,3B2,PEL_SEINE,NONE,O15M,2006,96
50E8,NIR,IIA,3B2,PEL_SEINE,NONE,O15M,2006,228
50E9,NIR,IIA,3B2,PEL_SEINE,NONE,O15M,2006,72
35F5,NLD,IIA,3B2,PEL_SEINE,NONE,O15M,2006,35
50E8,SCO,IIA,3B2,PEL_SEINE,NONE,O15M,2006,24
43F7,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,3
44F0,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,1
45F0,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,3
45F1,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,1
47F0,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,2
48F2,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,9
49F2,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,18
49F3,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,2
50F2,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,3
39F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,48
40F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,37
40F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,36
40F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,6
39F8,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,202
40F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,1187
41F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,17
39F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,6
39F8,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,44
40F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,531
40F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,7
40F8,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,21
40F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,3
40F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,4
35F5,NLD,IIA,3B2,PEL_TRAWL,NONE,O10T15M,2006,90
35F3,NLD,IIA,3B2,PEL_TRAWL,NONE,U10M,2006,3
35F5,NLD,IIA,3B2,PEL_TRAWL,NONE,U10M,2006,3
41F6,DNK,IIA,3B2,GT1,NONE,O15M,2006,61
41F7,DNK,IIA,3B2,GT1,NONE,O15M,2006,51
41F6,DNK,IIA,3B2,GT1,NONE,O15M,2006,48
42F7,DNK,IIA,3B2,GT1,NONE,O15M,2006,102
41F6,DNK,IIA,3B2,GT1,NONE,O15M,2006,240
42F6,DNK,IIA,3B2,GT1,NONE,O15M,2006,144
43F6,DNK,IIA,3B2,GT1,NONE,O15M,2006,72
31F2,FRA,IIA,3B2,GT1,NONE,O15M,2006,680
31F2,FRA,IIA,3B2,GT1,NONE,O15M,2006,2608
36F8,DEU,IIA,3B2,GN1,NONE,U10M,2006,127
37F8,DEU,IIA,3B2,GN1,NONE,U10M,2006,8
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,7
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,17
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,17
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,23
40F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,7
42F6,DNK,IIA,3B2,GN1,NONE,U10M,2006,8
42F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,13
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,61
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,286
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,9
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,31
41F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,8
42F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,115
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,150
43F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,124
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,1103
40F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,70
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,457
42F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,49
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,24
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,46
42F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,18
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,73
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,10
41F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,9
42F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,17
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,84
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,1636
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,6
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,34
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,12
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,29
40F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,5
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,2
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,3
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,5
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,6
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,29
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,13
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,6
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,10
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,30
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,8
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,3
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,48
38E8,ENG,IIA,3B2,GN1,NONE,U10M,2006,24
38E9,ENG,IIA,3B2,GN1,NONE,U10M,2006,336
33F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,72
34F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,36
31F0,ENG,IIA,3B2,GN1,NONE,U10M,2006,24
31F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,8388
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,456
34F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,24
31F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,24
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,24
33F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,2184
37E9,ENG,IIA,3B2,GN1,NONE,U10M,2006,1992
38E8,ENG,IIA,3B2,GN1,NONE,U10M,2006,732
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,144
33F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,444
34F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,1428
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,144
33F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,144
34F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,24
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,192
37E9,ENG,IIA,3B2,GN1,NONE,U10M,2006,24
31F2,FRA,IIA,3B2,GN1,NONE,U10M,2006,24
32F3,NLD,IIA,3B2,GN1,NONE,U10M,2006,7
32F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,18
33F3,NLD,IIA,3B2,GN1,NONE,U10M,2006,50
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,233
34F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,38
33F1,NLD,IIA,3B2,GN1,NONE,U10M,2006,3
33F3,NLD,IIA,3B2,GN1,NONE,U10M,2006,12
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,829
34F3,NLD,IIA,3B2,GN1,NONE,U10M,2006,18
34F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,63
37F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,16
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,5
35F5,NLD,IIA,3B2,GN1,NONE,U10M,2006,4
36F6,NLD,IIA,3B2,GN1,NONE,U10M,2006,16
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,24
34F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,12
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,46
49E9,SCO,IIA,3B2,GN1,NONE,U10M,2006,24
42F7,DNK,IIA,3B2,POTS,NONE,O10T15M,2006,4
42F8,DNK,IIA,3B2,POTS,NONE,O10T15M,2006,20
31F0,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,48
31F1,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,1080
32F1,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,32
34F1,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,46
35F0,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,399
35F1,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,384
36E9,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,168
36F0,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,8279
36F1,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,2525
36F4,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,528
37E9,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,2448
37F0,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,2076
37F1,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,648
38E8,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,792
38E9,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,1848
39E8,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,2712
39F0,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,24
40E8,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,3808
31F2,FRA,IIA,3B2,POTS,NONE,O10T15M,2006,1344
40E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,84
41E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1832
42E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1320
43E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1272
44E5,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,84
44E6,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,28
44E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1032
44E8,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,600
45E6,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1128
46E6,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,11334
46E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1104
47E6,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,3238
47E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,15678
48E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1590
49E8,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,2040
50E8,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1536
45F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,16768
45F1,SCO,IIA,3B2,TR2,NONE,O15M,2006,4216
46E7,SCO,IIA,3B2,TR2,NONE,O15M,2006,82
46E8,SCO,IIA,3B2,TR2,NONE,O15M,2006,5085
46E9,SCO,IIA,3B2,TR2,NONE,O15M,2006,3323
46F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,15115
46F1,SCO,IIA,3B2,TR2,NONE,O15M,2006,1223
47E6,SCO,IIA,3B2,TR2,NONE,O15M,2006,566
47E8,SCO,IIA,3B2,TR2,NONE,O15M,2006,27
47E9,SCO,IIA,3B2,TR2,NONE,O15M,2006,2797
47F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,14565
47F1,SCO,IIA,3B2,TR2,NONE,O15M,2006,595
48E6,SCO,IIA,3B2,TR2,NONE,O15M,2006,397
48E9,SCO,IIA,3B2,TR2,NONE,O15M,2006,927
48F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,6312
49E6,SCO,IIA,3B2,TR2,NONE,O15M,2006,24
49E7,SCO,IIA,3B2,TR2,NONE,O15M,2006,20
49E8,SCO,IIA,3B2,TR2,NONE,O15M,2006,100
49E9,SCO,IIA,3B2,TR2,NONE,O15M,2006,124
49F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,482
49F1,SCO,IIA,3B2,TR2,NONE,O15M,2006,264
50E9,SCO,IIA,3B2,TR2,NONE,O15M,2006,104
50F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,414
36F2,SCO,IIA,3B2,TR2,NONE,O15M,2006,60
37F1,SCO,IIA,3B2,TR2,NONE,O15M,2006,1411
37F2,SCO,IIA,3B2,TR2,NONE,O15M,2006,553
38E8,SCO,IIA,3B2,TR2,NONE,O15M,2006,204
39E8,SCO,IIA,3B2,TR2,NONE,O15M,2006,597
39E9,SCO,IIA,3B2,TR2,NONE,O15M,2006,385
39F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,446
39F1,SCO,IIA,3B2,TR2,NONE,O15M,2006,30
40E8,SCO,IIA,3B2,TR2,NONE,O15M,2006,168
40E9,SCO,IIA,3B2,TR2,NONE,O15M,2006,24
40F6,SCO,IIA,3B2,TR2,NONE,O15M,2006,288
41E7,SCO,IIA,3B2,TR2,NONE,O15M,2006,372
41F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,384
41F1,SCO,IIA,3B2,TR2,NONE,O15M,2006,219
42F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,2132
42F1,SCO,IIA,3B2,TR2,NONE,O15M,2006,824
43E9,SCO,IIA,3B2,TR2,NONE,O15M,2006,206
43F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,173
43F1,SCO,IIA,3B2,TR2,NONE,O15M,2006,526
44E6,SCO,IIA,3B2,TR2,NONE,O15M,2006,612
44E7,SCO,IIA,3B2,TR2,NONE,O15M,2006,224
44E8,SCO,IIA,3B2,TR2,NONE,O15M,2006,48
44F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,318
44F1,SCO,IIA,3B2,TR2,NONE,O15M,2006,53
45E7,SCO,IIA,3B2,TR2,NONE,O15M,2006,168
45E8,SCO,IIA,3B2,TR2,NONE,O15M,2006,54
45E9,SCO,IIA,3B2,TR2,NONE,O15M,2006,53
45F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,199
45F1,SCO,IIA,3B2,TR2,NONE,O15M,2006,280
46E6,SCO,IIA,3B2,TR2,NONE,O15M,2006,21
46E8,SCO,IIA,3B2,TR2,NONE,O15M,2006,28
46E9,SCO,IIA,3B2,TR2,NONE,O15M,2006,171
46F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,287
47E6,SCO,IIA,3B2,TR2,NONE,O15M,2006,582
47E9,SCO,IIA,3B2,TR2,NONE,O15M,2006,178
47F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,1072
47F1,SCO,IIA,3B2,TR2,NONE,O15M,2006,51
48E6,SCO,IIA,3B2,TR2,NONE,O15M,2006,40
48E9,SCO,IIA,3B2,TR2,NONE,O15M,2006,27
48F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,1107
49F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,154
50F0,SCO,IIA,3B2,TR2,NONE,O15M,2006,26
48E9,SCO,IIA,3B2,OTTER,NONE,O15M,2006,264
43F6,SWE,IIA,3B2,TR1,NONE,O15M,2006,219
43F7,SWE,IIA,3B2,TR1,NONE,O15M,2006,1507
43F8,SWE,IIA,3B2,TR1,NONE,O15M,2006,29
44F4,SWE,IIA,3B2,TR1,NONE,O15M,2006,6
44F5,SWE,IIA,3B2,TR1,NONE,O15M,2006,42
44F6,SWE,IIA,3B2,TR1,NONE,O15M,2006,164
44F7,SWE,IIA,3B2,TR1,NONE,O15M,2006,6
37F7,DEU,IIA,3B2,POTS,NONE,O10T15M,2006,168
42F8,DNK,IIA,3B2,POTS,NONE,O10T15M,2006,7
42F7,DNK,IIA,3B2,POTS,NONE,O10T15M,2006,13
42F8,DNK,IIA,3B2,POTS,NONE,O10T15M,2006,14
31F1,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,1992
32F1,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,116
33F1,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,36
34F0,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,27
35F0,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,1104
35F1,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,1206
36E9,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,216
36F0,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,13980
36F1,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,3187
36F2,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,24
37E9,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,4368
37F0,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,2256
37F1,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,1248
38E8,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,2256
38E9,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,2760
39E8,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,2928
40E8,ENG,IIA,3B2,POTS,NONE,O10T15M,2006,4838
31F2,FRA,IIA,3B2,POTS,NONE,O10T15M,2006,1560
41E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1900
42E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1776
43E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1152
43E8,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,32
44E5,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,536
44E6,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,544
44E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1848
44E8,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,912
45E6,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,2117
45E8,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,170
46E6,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,12338
46E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,2275
46E8,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,29
47E6,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,5055
47E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,10693
48E7,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,2426
49E8,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1224
50E8,SCO,IIA,3B2,POTS,NONE,O10T15M,2006,1296
31F1,BEL,IIA,3B2,GN1,NONE,O10T15M,2006,78
31F2,BEL,IIA,3B2,GN1,NONE,O10T15M,2006,214
32F1,BEL,IIA,3B2,GN1,NONE,O10T15M,2006,66
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,15
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,18
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,7
41F1,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,11
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,75
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,92
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,52
43F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,30
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,336
43F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,8
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,10
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,6
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,359
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,619
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,264
43F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,138
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,1748
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,9
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,15
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,6
41F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,59
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,28
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,21
43F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,1
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,17
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,21
40F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,10
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,9
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,50
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,195
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,3
43F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,12
40F5,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,48
40F6,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,24
40F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,103
40F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,159
41F5,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,24
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,1216
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,412
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,442
43F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,311
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,2637
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,31
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,23
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,69
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,54
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,3
41F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,17
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,24
32F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,104
38E8,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,552
32F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,192
32F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,200
38E8,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,24
31F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,336
33F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,204
31F1,FRA,IIA,3B2,GN1,NONE,O10T15M,2006,480
31F2,FRA,IIA,3B2,GN1,NONE,O10T15M,2006,192
31F3,FRA,IIA,3B2,GN1,NONE,O10T15M,2006,24
31F1,FRA,IIA,3B2,GN1,NONE,O10T15M,2006,48
31F1,FRA,IIA,3B2,GN1,NONE,O10T15M,2006,24
31F2,FRA,IIA,3B2,GN1,NONE,O10T15M,2006,216
35F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,17
34F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,13
33F3,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,10
33F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,55
34F3,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,3
34F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,88
39F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,18
33F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,4
34F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,20
49E9,SCO,IIA,3B2,GN1,NONE,O10T15M,2006,72
42F8,DNK,IIA,3B2,NONE,NONE,O10T15M,2006,39
41F7,DNK,IIA,3B2,NONE,NONE,O10T15M,2006,254
42F7,DNK,IIA,3B2,NONE,NONE,O10T15M,2006,4
42F8,DNK,IIA,3B2,NONE,NONE,O10T15M,2006,3
43F8,DNK,IIA,3B2,NONE,NONE,O10T15M,2006,25
47E6,SCO,IIA,3B2,NONE,NONE,O10T15M,2006,693
47E7,SCO,IIA,3B2,NONE,NONE,O10T15M,2006,675
42F6,DNK,IIA,3B2,NONE,NONE,O15M,2006,47
43F6,DNK,IIA,3B2,NONE,NONE,O15M,2006,96
42F8,DNK,IIA,3B2,NONE,NONE,U10M,2006,412
41F8,DNK,IIA,3B2,NONE,NONE,U10M,2006,90
42F7,DNK,IIA,3B2,NONE,NONE,U10M,2006,4
42F8,DNK,IIA,3B2,NONE,NONE,U10M,2006,123
42F9,DNK,IIA,3B2,NONE,NONE,U10M,2006,72
43F8,DNK,IIA,3B2,NONE,NONE,U10M,2006,135
41E7,SCO,IIA,3B2,NONE,NONE,U10M,2006,288
46E6,SCO,IIA,3B2,NONE,NONE,U10M,2006,3715
47E7,SCO,IIA,3B2,NONE,NONE,U10M,2006,4235
50F0,ENG,IIA,3B2,TR1,NONE,O15M,2006,62
50F1,ENG,IIA,3B2,TR1,NONE,O15M,2006,30
51E8,ENG,IIA,3B2,TR1,NONE,O15M,2006,30
37E9,ENG,IIA,3B2,TR1,NONE,O15M,2006,96
37F0,ENG,IIA,3B2,TR1,NONE,O15M,2006,26
37F2,ENG,IIA,3B2,TR1,NONE,O15M,2006,30
37F3,ENG,IIA,3B2,TR1,NONE,O15M,2006,166
37F4,ENG,IIA,3B2,TR1,NONE,O15M,2006,34
38E8,ENG,IIA,3B2,TR1,NONE,O15M,2006,103
38E9,ENG,IIA,3B2,TR1,NONE,O15M,2006,878
38F3,ENG,IIA,3B2,TR1,NONE,O15M,2006,63
38F4,ENG,IIA,3B2,TR1,NONE,O15M,2006,466
38F5,ENG,IIA,3B2,TR1,NONE,O15M,2006,29
39E8,ENG,IIA,3B2,TR1,NONE,O15M,2006,24
39E9,ENG,IIA,3B2,TR1,NONE,O15M,2006,96
39F1,ENG,IIA,3B2,TR1,NONE,O15M,2006,27
39F2,ENG,IIA,3B2,TR1,NONE,O15M,2006,27
39F4,ENG,IIA,3B2,TR1,NONE,O15M,2006,331
39F5,ENG,IIA,3B2,TR1,NONE,O15M,2006,244
40F4,ENG,IIA,3B2,TR1,NONE,O15M,2006,96
