country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort,area,fishery,gear,ICES rectangle,mesh_size_range,quarter
SCO,IIA,3B2,TR2,NONE,O15M,2006,562,4,NONE,OTTER,47F0,90-99,1
SCO,IIA,3B2,TR2,NONE,O15M,2006,64,4,NONE,OTTER,47F1,90-99,1
SCO,IIA,3B2,TR2,NONE,O15M,2006,428,4,NONE,OTTER,49F0,90-99,1
SCO,IIA,3B2,OTTER,NONE,O15M,2006,24,4,NONE,OTTER,39E8,NONE,1
SCO,IIA,3B2,OTTER,NONE,O15M,2006,168,4,NONE,OTTER,46F0,NONE,1
SWE,IIA,3B2,TR1,NONE,O15M,2006,56,4,NONE,OTTER,43F6,>=120,1
SWE,IIA,3B2,TR1,NONE,O15M,2006,163,4,NONE,OTTER,43F7,>=120,1
SWE,IIA,3B2,TR1,NONE,O15M,2006,15,4,NONE,OTTER,43F8,>=120,1
SWE,IIA,3B2,TR1,NONE,O15M,2006,6,4,NONE,OTTER,44F5,>=120,1
SWE,IIA,3B2,TR1,NONE,O15M,2006,51,4,NONE,OTTER,44F6,>=120,1
SWE,IIA,3B2,OTTER,NONE,O15M,2006,855,4,NONE,OTTER,44F5,32-54,1
SWE,IIA,3B2,OTTER,NONE,O15M,2006,1138,4,NONE,OTTER,44F6,32-54,1
SWE,IIA,3B2,OTTER,NONE,O15M,2006,46,4,NONE,OTTER,44F7,32-54,1
SWE,IIA,3B2,OTTER,NONE,O15M,2006,25,4,NONE,OTTER,45F4,32-54,1
SWE,IIA,3B2,OTTER,NONE,O15M,2006,214,4,NONE,OTTER,45F5,32-54,1
SWE,IIA,3B2,OTTER,NONE,O15M,2006,19,4,NONE,OTTER,46F3,32-54,1
SWE,IIA,3B2,OTTER,NONE,O15M,2006,8,4,NONE,OTTER,46F5,32-54,1
BEL,IIA,3B2,BT1,NONE,O15M,2006,25,4,NONE,BEAM,41F4,>=120,2
BEL,IIA,3B2,BT1,NONE,O15M,2006,10,4,NONE,BEAM,41F5,>=120,2
BEL,IIA,3B2,BT1,NONE,O15M,2006,438,4,NONE,BEAM,41F6,>=120,2
BEL,IIA,3B2,BT1,NONE,O15M,2006,285,4,NONE,BEAM,42F5,>=120,2
BEL,IIA,3B2,BT1,NONE,O15M,2006,2003,4,NONE,BEAM,42F6,>=120,2
BEL,IIA,3B2,BT1,NONE,O15M,2006,308,4,NONE,BEAM,42F7,>=120,2
BEL,IIA,3B2,BT1,NONE,O15M,2006,33,4,NONE,BEAM,43F6,>=120,2
BEL,IIA,3B2,BT1,NONE,O15M,2006,434,4,NONE,BEAM,43F7,>=120,2
BEL,IIA,3B2,BT1,NONE,O15M,2006,1258,4,NONE,BEAM,50F4,>=120,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,30,4,NONE,BEAM,39F0,100-119,2
BEL,IIA,3B2,BEAM,NONE,O15M,2006,39,4,NONE,BEAM,31F1,16-31,2
BEL,IIA,3B2,BEAM,NONE,O15M,2006,2183,4,NONE,BEAM,31F2,16-31,2
BEL,IIA,3B2,BEAM,NONE,O15M,2006,2188,4,NONE,BEAM,31F3,16-31,2
BEL,IIA,3B2,BEAM,NONE,O15M,2006,126,4,NONE,BEAM,32F1,16-31,2
BEL,IIA,3B2,BEAM,NONE,O15M,2006,3,4,NONE,BEAM,32F2,16-31,2
BEL,IIA,3B2,BEAM,NONE,O15M,2006,117,4,NONE,BEAM,32F3,16-31,2
BEL,IIA,3B2,BEAM,NONE,O15M,2006,10,4,NONE,BEAM,33F3,16-31,2
BEL,IIA,3B2,BEAM,NONE,O15M,2006,98,4,NONE,BEAM,33F4,16-31,2
BEL,IIA,3B2,BEAM,NONE,O15M,2006,50,4,NONE,BEAM,35F5,16-31,2
BEL,IIA,3B2,BEAM,NONE,O15M,2006,203,4,NONE,BEAM,36F6,16-31,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,2753,4,NONE,BEAM,31F1,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,4879,4,NONE,BEAM,31F2,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,1483,4,NONE,BEAM,31F3,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,7072,4,NONE,BEAM,32F1,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,340,4,NONE,BEAM,32F2,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,236,4,NONE,BEAM,32F3,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,1891,4,NONE,BEAM,33F1,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,1224,4,NONE,BEAM,33F2,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,28,4,NONE,BEAM,33F3,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,167,4,NONE,BEAM,33F4,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,48,4,NONE,BEAM,34F1,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,480,4,NONE,BEAM,34F2,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,353,4,NONE,BEAM,34F4,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,168,4,NONE,BEAM,35F0,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,443,4,NONE,BEAM,35F1,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,179,4,NONE,BEAM,35F2,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,200,4,NONE,BEAM,35F4,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,199,4,NONE,BEAM,35F5,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,425,4,NONE,BEAM,36F1,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,554,4,NONE,BEAM,36F2,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,259,4,NONE,BEAM,36F5,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,10,4,NONE,BEAM,37E9,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,35,4,NONE,BEAM,37F0,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,27,4,NONE,BEAM,37F1,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,99,4,NONE,BEAM,37F2,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,24,4,NONE,BEAM,37F3,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,12,4,NONE,BEAM,37F7,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,10,4,NONE,BEAM,38E9,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,178,4,NONE,BEAM,38F1,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,94,4,NONE,BEAM,38F6,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,3,4,NONE,BEAM,38F7,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,4,4,NONE,BEAM,39F6,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,43,4,NONE,BEAM,40F6,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,215,4,NONE,BEAM,40F7,80-89,2
BEL,IIA,3B2,BT2,NONE,O15M,2006,27,4,NONE,BEAM,43F8,80-89,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,22,4,NONE,BEAM,37F8,<16,2
DEU,IIA,3B2,BT1,NONE,O15M,2006,147,4,NONE,BEAM,36F4,>=120,2
DEU,IIA,3B2,BT1,NONE,O15M,2006,29,4,NONE,BEAM,37F8,>=120,2
DEU,IIA,3B2,BT1,NONE,O15M,2006,80,4,NONE,BEAM,38F8,>=120,2
DEU,IIA,3B2,BT1,NONE,O15M,2006,78,4,NONE,BEAM,40F7,>=120,2
DEU,IIA,3B2,BT1,NONE,O15M,2006,150,4,NONE,BEAM,41F7,>=120,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,6,4,NONE,BEAM,38F3,100-119,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,93,4,NONE,BEAM,39F1,100-119,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,16,4,NONE,BEAM,39F2,100-119,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,60,4,NONE,BEAM,39F3,100-119,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,17,4,NONE,BEAM,39F4,100-119,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,24,4,NONE,BEAM,40F3,100-119,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,89,4,NONE,BEAM,40F4,100-119,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,55,4,NONE,BEAM,40F7,100-119,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,43,4,NONE,BEAM,34F4,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,11,4,NONE,BEAM,35F4,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,9126,4,NONE,BEAM,36F6,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,20419,4,NONE,BEAM,36F7,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,21039,4,NONE,BEAM,36F8,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,503,4,NONE,BEAM,37F6,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,2842,4,NONE,BEAM,37F7,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,32206,4,NONE,BEAM,37F8,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,498,4,NONE,BEAM,38F6,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,678,4,NONE,BEAM,38F7,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,19976,4,NONE,BEAM,38F8,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,565,4,NONE,BEAM,39F7,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,6169,4,NONE,BEAM,39F8,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,44,4,NONE,BEAM,40F7,16-31,2
DEU,IIA,3B2,BEAM,NONE,O15M,2006,232,4,NONE,BEAM,36F7,32-54,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,168,4,NONE,BEAM,33F3,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,364,4,NONE,BEAM,33F4,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,272,4,NONE,BEAM,34F3,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,468,4,NONE,BEAM,34F4,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,121,4,NONE,BEAM,35F2,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,377,4,NONE,BEAM,35F3,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,721,4,NONE,BEAM,35F4,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,20,4,NONE,BEAM,35F5,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,146,4,NONE,BEAM,36F2,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,912,4,NONE,BEAM,36F3,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,2050,4,NONE,BEAM,36F4,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,382,4,NONE,BEAM,36F5,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,215,4,NONE,BEAM,36F6,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,588,4,NONE,BEAM,36F7,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,105,4,NONE,BEAM,36F8,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,17,4,NONE,BEAM,37F2,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,20,4,NONE,BEAM,37F4,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,19,4,NONE,BEAM,37F6,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,469,4,NONE,BEAM,37F7,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,36,4,NONE,BEAM,37F8,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,13,4,NONE,BEAM,38F6,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,78,4,NONE,BEAM,38F7,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,19,4,NONE,BEAM,38F8,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,332,4,NONE,BEAM,39F7,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,1428,4,NONE,BEAM,40F7,80-89,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,8,4,NONE,BEAM,36F8,90-99,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,95,4,NONE,BEAM,38F7,90-99,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,256,4,NONE,BEAM,39F7,90-99,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,13,4,NONE,BEAM,39F8,90-99,2
DEU,IIA,3B2,BT2,NONE,O15M,2006,129,4,NONE,BEAM,40F7,90-99,2
DNK,IIA,3B2,BEAM,NONE,O15M,2006,345,4,DNK_HESTE_REJ__N,BEAM,39F8,<16,2
DNK,IIA,3B2,BEAM,NONE,O15M,2006,76,4,DNK_HESTE_REJ__N,BEAM,40F8,<16,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,24,4,DNK_BOMTRWL___NS,BEAM,39F6,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,18,4,DNK_BOMTRWL___NS,BEAM,39F7,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,96,4,DNK_BOMTRWL___NS,BEAM,40F6,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,90,4,DNK_BOMTRWL___NS,BEAM,40F7,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,30,4,DNK_BOMTRWL___NS,BEAM,40F8,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,23,4,DNK_BOMTRWL___NS,BEAM,41F4,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,118,4,DNK_BOMTRWL___NS,BEAM,41F6,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,71,4,DNK_BOMTRWL___NS,BEAM,41F7,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,95,4,DNK_BOMTRWL___NS,BEAM,42F3,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,97,4,DNK_BOMTRWL___NS,BEAM,42F4,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,209,4,DNK_BOMTRWL___NS,BEAM,42F5,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,779,4,DNK_BOMTRWL___NS,BEAM,42F6,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,251,4,DNK_BOMTRWL___NS,BEAM,42F7,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,13,4,DNK_BOMTRWL___NS,BEAM,43F4,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,233,4,DNK_BOMTRWL___NS,BEAM,43F5,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,272,4,DNK_BOMTRWL___NS,BEAM,43F6,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,791,4,DNK_BOMTRWL___NS,BEAM,43F7,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,410,4,DNK_BOMTRWL___NS,BEAM,43F8,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,70,4,DNK_BOMTRWL___NS,BEAM,44F4,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,23,4,DNK_BOMTRWL___NS,BEAM,45F3,>=120,2
DNK,IIA,3B2,BT1,NONE,O15M,2006,23,4,DNK_BOMTRWL___NS,BEAM,45F4,>=120,2
DNK,IIA,3B2,BEAM,NONE,O15M,2006,835,4,DNK_HESTE_REJ__N,BEAM,37F8,16-31,2
DNK,IIA,3B2,BEAM,NONE,O15M,2006,16,4,DNK_HESTE_REJ__N,BEAM,38F8,16-31,2
DNK,IIA,3B2,BEAM,NONE,O15M,2006,482,4,DNK_HESTE_REJ__N,BEAM,39F7,16-31,2
DNK,IIA,3B2,BEAM,NONE,O15M,2006,3689,4,DNK_HESTE_REJ__N,BEAM,39F8,16-31,2
DNK,IIA,3B2,BEAM,NONE,O15M,2006,751,4,DNK_HESTE_REJ__N,BEAM,40F7,16-31,2
DNK,IIA,3B2,BEAM,NONE,O15M,2006,3713,4,DNK_HESTE_REJ__N,BEAM,40F8,16-31,2
DNK,IIA,3B2,BEAM,NONE,O15M,2006,501,4,DNK_HESTE_REJ__N,BEAM,41F7,16-31,2
DNK,IIA,3B2,BEAM,NONE,O15M,2006,534,4,DNK_HESTE_REJ__N,BEAM,41F8,16-31,2
DNK,IIA,3B2,BT2,NONE,O15M,2006,95,4,DNK_REST_NORD__N,BEAM,40F7,80-89,2
DNK,IIA,3B2,BT2,NONE,O15M,2006,29,4,DNK_BOMTRWL___NS,BEAM,39F7,90-99,2
DNK,IIA,3B2,BT2,NONE,O15M,2006,19,4,DNK_BOMTRWL___NS,BEAM,40F5,90-99,2
DNK,IIA,3B2,BT2,NONE,O15M,2006,92,4,DNK_BOMTRWL___NS,BEAM,40F7,90-99,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,53,4,NONE,BEAM,36F2,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,30,4,NONE,BEAM,37F2,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,90,4,NONE,BEAM,38F1,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,29,4,NONE,BEAM,38F2,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,92,4,NONE,BEAM,38F3,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,138,4,NONE,BEAM,39F2,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,261,4,NONE,BEAM,39F3,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,928,4,NONE,BEAM,39F4,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,873,4,NONE,BEAM,39F5,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,26,4,NONE,BEAM,39F6,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,178,4,NONE,BEAM,39F7,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,204,4,NONE,BEAM,40F3,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,1264,4,NONE,BEAM,40F4,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,329,4,NONE,BEAM,40F5,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,80,4,NONE,BEAM,40F6,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,545,4,NONE,BEAM,40F7,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,823,4,NONE,BEAM,41F4,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,577,4,NONE,BEAM,41F5,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,1358,4,NONE,BEAM,41F6,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,126,4,NONE,BEAM,41F7,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,105,4,NONE,BEAM,42F4,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,570,4,NONE,BEAM,42F6,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,48,4,NONE,BEAM,42F7,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,59,4,NONE,BEAM,43F6,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,716,4,NONE,BEAM,43F7,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,31,4,NONE,BEAM,44F2,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,94,4,NONE,BEAM,44F3,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,205,4,NONE,BEAM,44F4,>=120,2
ENG,IIA,3B2,BT1,NONE,O15M,2006,31,4,NONE,BEAM,46F4,>=120,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,144,4,NONE,BEAM,36F4,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,120,4,NONE,BEAM,37F1,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,56,4,NONE,BEAM,37F2,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,26,4,NONE,BEAM,38F1,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,196,4,NONE,BEAM,38F2,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,552,4,NONE,BEAM,38F3,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,29,4,NONE,BEAM,39F1,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,616,4,NONE,BEAM,39F2,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,2303,4,NONE,BEAM,39F3,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,855,4,NONE,BEAM,39F4,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,166,4,NONE,BEAM,39F5,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,70,4,NONE,BEAM,39F6,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,137,4,NONE,BEAM,39F7,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,602,4,NONE,BEAM,40F3,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,1502,4,NONE,BEAM,40F4,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,60,4,NONE,BEAM,40F5,100-119,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,217,4,NONE,BEAM,40F7,100-119,2
ENG,IIA,3B2,BEAM,NONE,O15M,2006,48,4,NONE,BEAM,33F1,16-31,2
ENG,IIA,3B2,BEAM,NONE,O15M,2006,744,4,NONE,BEAM,34F0,16-31,2
ENG,IIA,3B2,BEAM,NONE,O15M,2006,504,4,NONE,BEAM,35F0,16-31,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,38,4,NONE,BEAM,31F1,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,948,4,NONE,BEAM,32F1,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,900,4,NONE,BEAM,33F1,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,53,4,NONE,BEAM,33F2,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,58,4,NONE,BEAM,33F4,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,149,4,NONE,BEAM,34F2,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,60,4,NONE,BEAM,34F3,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,84,4,NONE,BEAM,35F0,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,60,4,NONE,BEAM,35F2,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,24,4,NONE,BEAM,36F1,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,96,4,NONE,BEAM,36F3,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,53,4,NONE,BEAM,36F4,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,96,4,NONE,BEAM,37F1,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,134,4,NONE,BEAM,37F3,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,30,4,NONE,BEAM,37F7,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,24,4,NONE,BEAM,38F1,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,24,4,NONE,BEAM,38F5,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,69,4,NONE,BEAM,38F6,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,120,4,NONE,BEAM,39F6,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,246,4,NONE,BEAM,39F7,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,75,4,NONE,BEAM,40F6,80-89,2
ENG,IIA,3B2,BT2,NONE,O15M,2006,180,4,NONE,BEAM,40F7,80-89,2
FRA,IIA,3B2,BEAM,NONE,O15M,2006,235,4,COASTAL,BEAM,31F2,16-31,2
FRA,IIA,3B2,BT2,NONE,O15M,2006,153,4,COASTAL,BEAM,31F2,80-89,2
FRA,IIA,3B2,BT2,NONE,O15M,2006,276,4,ZZZ,BEAM,31F2,80-89,2
NLD,IIA,3B2,BEAM,NONE,O15M,2006,64,4,SHR,BEAM,40F7,<16,2
NLD,IIA,3B2,BEAM,NONE,O15M,2006,23,4,SHR,BEAM,41F7,<16,2
NLD,IIA,3B2,BEAM,NONE,O15M,2006,14,4,SHR,BEAM,43F7,<16,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,32,4,FLAT,BEAM,31F3,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,50,4,FLAT,BEAM,34F3,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,20,4,FLAT,BEAM,35F3,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,8,4,FLAT,BEAM,35F4,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,60,4,FLAT,BEAM,37F6,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,68,4,FLAT,BEAM,37F7,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,24,4,FLAT,BEAM,38F6,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,35,4,FLAT,BEAM,39F2,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,56,4,FLAT,BEAM,39F3,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,40,4,FLAT,BEAM,39F4,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,12,4,FLAT,BEAM,39F5,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,21,4,FLAT,BEAM,39F6,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,128,4,FLAT,BEAM,39F7,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,12,4,FLAT,BEAM,40F2,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,4,4,FLAT,BEAM,40F3,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,253,4,FLAT,BEAM,40F4,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,122,4,FLAT,BEAM,40F5,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,157,4,FLAT,BEAM,40F6,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,418,4,FLAT,BEAM,40F7,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,10,4,FLAT,BEAM,41F3,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,201,4,FLAT,BEAM,41F4,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,583,4,FLAT,BEAM,41F5,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,1175,4,FLAT,BEAM,41F6,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,511,4,FLAT,BEAM,41F7,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,130,4,FLAT,BEAM,42F3,>=120,2
NLD,IIA,3B2,BT1,NONE,O15M,2006,630,4,FLAT,BEAM,42F4,>=120,2
