Index,Sal,variable,Harbour porpoise,Seals,Sharks,Rays,Cod (adult),Whiting (adult),Other gadoids,Demersal fish,Herring (adult),Herring (adult) (Ru),Juvenile Herring (Ru),Sprat,Mackerel,Mackerel (Ru),Horse mackerel,Sandeels,Plaice (adult),Dab,Other flatfish,Sole (adult),Sea Bass,Sea Bass (Ru),Pelagic fish,Squid & cuttlefish,Carnivorous plankton,Temora longicornis,Herbivorous plankton (copepods),Gelatinous zooplankton,Large crabs + shrimps ,Blue mussels (aquaculture),Epifaunal macrobenthos (mobile grazers),Infaunal macrobenthos,Crangon (below 5cm),Small mobile epifauna (swarming crustaceans),Small infauna (polychaetes),Sessile epifauna
1016,33.83333333,33.85,0.996167775,0.996468657,0.999974557,0.999721116,0.993006791,1,0.999887338,0.999889168,0.995542182,1,1,0.999984223,0.999999963,1,0.999970485,0.9980337,0.997944398,0.999053591,0.999167664,0.999980592,0.999958733,0.5,0.999999998,0.999718511,0.995727058,0.5,0.999833712,0.997702234,0.999367206,0.996436984,0.999589579,0.999606478,0.995738577,0.998907886,0.998671294,0.998207567
1017,33.86666667,33.88333333,0.995985664,0.99622025,0.999975138,0.999728342,0.992665973,1,0.999874148,0.999878229,0.995334164,1,1,0.999982845,0.999999958,1,0.999971162,0.997872923,0.997794078,0.998964731,0.999106718,0.999979062,0.999959759,0.5,0.999999998,0.99972591,0.99540751,0.5,0.999816087,0.997569763,0.99931518,0.996233782,0.999558139,0.999577099,0.995520705,0.998794286,0.998577996,0.998105533
1018,33.9,33.91666667,0.995794936,0.995954439,0.999975706,0.999735382,0.992308675,1,0.999859414,0.999866211,0.995116488,1,1,0.999981346,0.999999954,1,0.999971823,0.997699029,0.997632791,0.998867537,0.999041313,0.999977411,0.999960759,0.5,0.999999997,0.999733114,0.995064183,0.5,0.999796594,0.997429674,0.999258879,0.996019038,0.999524291,0.999545528,0.995291745,0.998668884,0.998478156,0.997997703
1019,33.93333333,33.95,0.995595186,0.995670017,0.99997626,0.999742239,0.991934111,1,0.999842954,0.999853007,0.994888708,1,1,0.999979716,0.999999948,1,0.99997247,0.997510955,0.997459742,0.99876123,0.998971125,0.999975631,0.999961734,0.5,0.999999997,0.999740128,0.994695326,0.5,0.999775036,0.997281532,0.999197954,0.995792102,0.999487852,0.999511602,0.995051141,0.99853046,0.998371319,0.997883748
1020,33.96666667,33.98333333,0.995385991,0.995365692,0.999976802,0.999748918,0.991541461,1,0.999824568,0.999838501,0.994650362,1,1,0.999977944,0.999999942,1,0.999973102,0.99730755,0.997274077,0.998644957,0.998895803,0.99997371,0.999962685,0.5,0.999999996,0.999746959,0.994299062,0.5,0.999751193,0.997124877,0.999132025,0.995552286,0.999448623,0.999475144,0.994798305,0.998377664,0.998256994,0.997763323
1021,34,34.01666667,0.99516691,0.995040085,0.999977331,0.999755425,0.991129868,1,0.99980403,0.999822562,0.994400963,1,1,0.999976016,0.999999935,1,0.999973719,0.997087572,0.997074882,0.998517786,0.998814973,0.999971638,0.999963612,0.5,0.999999996,0.99975361,0.99387338,0.5,0.999724824,0.996959221,0.999060682,0.995298868,0.999406392,0.999435966,0.994532623,0.998209009,0.99813466,0.997636061
1022,34.03333333,34.05,0.994937478,0.994691722,0.999977849,0.999761762,0.990698435,1,0.999781089,0.999805052,0.994140006,1,1,0.999973921,0.999999928,1,0.999974322,0.996849677,0.996861176,0.9983787,0.998728235,0.999969402,0.999964516,0.5,0.999999995,0.999760086,0.993416122,0.5,0.999695661,0.996784052,0.99898348,0.995031082,0.999360927,0.999393865,0.994253449,0.998022856,0.998003756,0.997501576
1023,34.06666667,34.08333333,0.994697214,0.994319031,0.999978354,0.999767936,0.990246223,1,0.999755462,0.999785813,0.993866962,1,1,0.999971642,0.999999919,1,0.999974911,0.996592416,0.99663191,0.998226585,0.998635156,0.99996699,0.999965398,0.5,0.999999994,0.999766392,0.992924981,0.5,0.999663409,0.996598826,0.99889994,0.994748123,0.999311983,0.999348624,0.993960107,0.997817397,0.997863685,0.99735946
1024,34.1,34.11666667,0.994445611,0.993920334,0.999978848,0.99977395,0.989772254,1,0.999726835,0.999764677,0.993581277,1,1,0.999969165,0.99999991,1,0.999975487,0.996314226,0.996385959,0.998060227,0.998535274,0.999964389,0.999966257,0.5,0.999999994,0.999772532,0.992397481,0.5,0.99962774,0.996402971,0.998809543,0.994449141,0.999259294,0.999300009,0.993651887,0.997590638,0.997713809,0.997209283
1025,34.13333333,34.15,0.994182139,0.993493839,0.999979331,0.999779808,0.989275502,1,0.999694859,0.999741455,0.993282374,1,1,0.999966471,0.999999899,1,0.999976049,0.996013414,0.996122117,0.997878296,0.998428095,0.999961582,0.999967096,0.5,0.999999993,0.999778511,0.991830976,0.5,0.999588292,0.99619588,0.998711727,0.994133239,0.999202572,0.999247768,0.993328043,0.997340384,0.997553444,0.997050591
1026,34.16666667,34.18333333,0.993906247,0.993037634,0.999979803,0.999785514,0.988754898,1,0.999659141,0.999715942,0.992969651,1,1,0.999963541,0.999999888,1,0.999976599,0.995688159,0.995839094,0.997679341,0.998313086,0.999958553,0.999967914,0.5,0.999999991,0.999784333,0.991222631,0.5,0.999544667,0.995976915,0.998605885,0.993799471,0.999141511,0.999191631,0.992987795,0.997064213,0.997381859,0.996882902
1027,34.2,34.21666667,0.993617355,0.992549681,0.999980264,0.999791072,0.988209323,1,0.999619243,0.999687913,0.992642478,1,1,0.999960356,0.999999874,1,0.999977136,0.995336491,0.995535508,0.997461778,0.998189678,0.999955286,0.999968711,0.5,0.99999999,0.999790002,0.990569414,0.5,0.999496421,0.9957454,0.998491361,0.993446839,0.999075778,0.999131309,0.992630324,0.996759458,0.997198275,0.996705712
1028,34.23333333,34.25,0.993314859,0.992027805,0.999980714,0.999796486,0.987637609,1,0.999574678,0.999657118,0.992300197,1,1,0.999956892,0.99999986,1,0.99997766,0.994956287,0.995209878,0.997223875,0.998057259,0.999951762,0.999969488,0.5,0.999999989,0.999795521,0.989868081,0.5,0.999443065,0.995500622,0.998367444,0.993074292,0.999005017,0.999066489,0.992254772,0.99642318,0.997001856,0.996518484
1029,34.26666667,34.28333333,0.992998128,0.991469686,0.999981154,0.99980176,0.987038538,1,0.999524899,0.999623287,0.991942122,1,1,0.999953126,0.999999843,1,0.999978173,0.994545256,0.994860619,0.996963742,0.997915175,0.99994796,0.999970246,0.5,0.999999987,0.999800896,0.989115164,0.5,0.99938406,0.995241828,0.998233366,0.992680723,0.998928845,0.998996838,0.99186024,0.996052145,0.996791711,0.996320654
1030,34.3,34.31666667,0.992666502,0.990872854,0.999981584,0.999806898,0.986410835,1,0.999469297,0.999586118,0.991567537,1,1,0.999949031,0.999999825,1,0.999978674,0.994100927,0.994486037,0.996679314,0.997762723,0.999943858,0.999970986,0.5,0.999999985,0.99980613,0.988306957,0.5,0.999318809,0.994968225,0.998088299,0.992264961,0.998846848,0.998921995,0.991445783,0.995642789,0.996566888,0.996111627
1031,34.33333333,34.35,0.99231929,0.990234676,0.999982005,0.999811902,0.985753173,1,0.999407191,0.999545284,0.991175693,1,1,0.999944578,0.999999804,1,0.999979163,0.993620636,0.994084316,0.996368339,0.997599149,0.999939433,0.999971707,0.5,0.999999982,0.999811226,0.987439503,0.5,0.999246649,0.994678973,0.997931343,0.991825778,0.998758581,0.998841575,0.991010415,0.995191192,0.996326368,0.995890774
1032,34.36666667,34.38333333,0.991955773,0.989552346,0.999982416,0.999816776,0.985064164,1,0.999337823,0.999500423,0.99076581,1,1,0.999939736,0.999999781,1,0.999979641,0.993101512,0.993653514,0.996028357,0.997423647,0.999934659,0.99997241,0.5,0.99999998,0.999816188,0.986508575,0.5,0.999166852,0.994373188,0.99776153,0.991361876,0.998663568,0.998755163,0.9905531,0.994693039,0.996069064,0.995657432
1033,34.4,34.41666667,0.991575197,0.988822878,0.999359725,0.999821525,0.984342362,1,0.999260343,0.999451139,0.990337074,1,1,0.99993447,0.999999756,1,0.999980108,0.992540461,0.993191554,0.995656687,0.997235351,0.999929509,0.999973095,0.5,0.999999977,0.999821019,0.985509662,0.5,0.999078611,0.994049935,0.997577811,0.990871888,0.998561292,0.998662314,0.990072753,0.994143585,0.995793814,0.9954109
1034,34.43333333,34.45,0.991176776,0.988043092,0.999311898,0.99982615,0.983586259,1,0.999173805,0.999396996,0.989888636,1,1,0.999928745,0.999999727,1,0.999980565,0.991934151,0.992696216,0.995250401,0.997033334,0.999923953,0.999973764,0.5,0.999999973,0.999825724,0.984437957,0.5,0.998981033,0.993708229,0.997379054,0.990354377,0.998451202,0.99856255,0.989568239,0.993537613,0.995499378,0.995150441
1035,34.46666667,34.48333333,0.990759689,0.987209608,0.9992605,0.999830655,0.982794283,0.999999999,0.999077151,0.999337515,0.989419608,1,1,0.99992252,0.999999695,1,0.999981011,0.991278993,0.992165124,0.994806309,0.996816603,0.999917959,1,0.5,0.999999969,0.999830305,0.983288333,0.5,0.998873133,0.99334703,0.997164033,0.989807828,0.998332702,0.998455356,0.98903837,0.99286939,0.995184431,0.994875275
1036,34.5,34.51666667,0.990323077,0.986318829,0.999205267,0.999835044,0.981964793,0.999999999,0.998969202,0.999272172,0.988929068,1,1,0.999915751,0.99999966,1,0.999981446,0.990571125,0.991595741,0.99432093,0.996584092,0.999911493,1,0.5,0.999999964,0.999834765,0.982055329,0.5,0.998753821,0.992965243,0.996931427,0.989230647,0.998205152,0.998340183,0.988481899,0.992132619,0.994847558,0.994584581
1037,34.53333333,34.55,0.989866047,0.985366931,0.999145911,0.999839319,0.981096083,0.999999999,0.998848641,0.999200388,0.98841605,1,1,0.99990839,0.99999962,1,0.999981872,0.989806392,0.990985355,0.993790474,0.996334662,0.999904517,1,0.5,0.999999958,0.999839109,0.980733136,0.5,0.998621894,0.99256171,0.996679805,0.988621155,0.998067863,0.998216436,0.987897525,0.991320386,0.99448725,0.994277492
1038,34.56666667,34.58333333,0.989387663,0.984349854,0.999082127,0.999843483,0.980186374,0.999999999,0.998713997,0.999121531,0.987879552,1,1,0.999900387,0.999999575,1,0.999982288,0.988980324,0.99033107,0.993210808,0.99606709,0.999896991,1,0.5,0.999999952,0.999843338,0.979315573,0.5,0.998476023,0.992135214,0.996407625,0.987977589,0.997920095,0.998083482,0.987283884,0.990425108,0.994101896,0.993953096
1039,34.6,34.61666667,0.98888695,0.983263285,0.999013584,0.999847539,0.979233814,0.999999999,0.998563629,0.999034904,0.987318524,1,1,0.999891685,0.999999526,1,0.999982694,0.98808812,0.989629794,0.992577433,0.995780068,0.999888872,1,0.5,0.999999944,0.999847456,0.977796075,0.5,0.998314737,0.991684467,0.99611322,0.987298092,0.99776105,0.997940638,0.986639549,0.989438467,0.993689775,0.993610428
1040,34.63333333,34.65,0.988362889,0.982102648,0.998939927,0.999838987,0.978236475,0.999999998,0.998395708,0.998939745,0.986731877,1,1,0.999882222,0.99999947,1,0.999983091,0.987124618,0.988878227,0.991885453,0.995472194,0.999880113,1,0.5,0.999999935,0.999851466,0.976167669,0.5,0.998136413,0.991208116,0.995794789,0.986580711,0.997589873,0.99778717,0.98596303,0.988351355,0.993249053,0.993248474
1041,34.66666667,34.68333333,0.987814421,0.980863092,0.998860777,0.999822724,0.977192352,0.999999998,0.998208192,0.998835213,0.986118473,1,1,0.999871933,0.999999408,1,0.999983479,0.986084281,0.988072847,0.991129539,0.995141969,0.999870665,1,0.5,0.999999925,0.99985537,0.974422961,0.5,0.997939259,0.990704734,0.995450389,0.985823396,0.997405643,0.997622293,0.985252767,0.987153797,0.992777773,0.992866164
1042,34.7,34.71666667,0.987240436,0.979539474,0.998775725,0.999804818,0.976099361,0.999999997,0.997998801,0.998720389,0.985477128,1,1,0.999860744,0.999999339,1,0.999892831,0.984961165,0.9872099,0.990303895,0.994787785,0.999860471,1,0.5,0.999999914,0.999859172,0.972554119,0.5,0.997721296,0.990172815,0.995077922,0.985023991,0.997207371,0.997445162,0.98450713,0.985834887,0.99227385,0.992462369
1043,34.73333333,34.75,0.98663978,0.978126348,0.998684331,0.999785104,0.974955334,0.999999997,0.997764996,0.998594261,0.984806609,1,1,0.999848579,0.999999261,1,0.999882706,0.983748897,0.986285384,0.989402224,0.994407924,0.999849474,1,0.5,0.9999999,0.999862874,0.970552853,0.5,0.997480337,0.989610778,0.994675126,0.984180231,0.99699399,0.997254872,0.983724415,0.984382708,0.991735059,0.992035901
1044,34.76666667,34.78333333,0.986011248,0.976617953,0.998586124,0.9997634,0.973758019,0.999999996,0.997503943,0.99845572,0.984105631,1,1,0.999835351,0.999999175,1,0.999871626,0.982440652,0.985295036,0.988417685,0.994000546,0.999837611,1,0.5,0.999999885,0.999866479,0.9684104,0.5,0.997213969,0.989016952,0.994239558,0.98328974,0.996764359,0.997050451,0.982902843,0.982784254,0.99115903,0.991585509
1045,34.8,34.81666667,0.985353587,0.975008198,0.998480597,0.999739503,0.972505078,0.999999995,0.997212483,0.998303549,0.983372857,1,1,0.999820968,0.999999078,1,0.999859498,0.981029122,0.984234318,0.987342851,0.993563684,0.999824813,1,0.5,0.999999867,0.999869989,0.966117514,0.5,0.996919528,0.988389583,0.993768585,0.982350022,0.996517247,0.996830855,0.982040556,0.98102535,0.990543237,0.991109875
1046,34.83333333,34.85,0.984665487,0.973290648,0.998367207,0.999713194,0.971194084,0.999999994,0.996887097,0.998136411,0.982606899,1,1,0.999805328,0.99999897,1,0.999846225,0.97950649,0.983098398,0.986169669,0.99309523,0.999811006,1,0.5,0.999999846,0.999873406,0.963664445,0.5,0.996594077,0.987726823,0.993259365,0.98135846,0.996251334,0.996594967,0.981135615,0.979090564,0.98988499,0.990607609
1047,34.86666667,34.88333333,0.983945586,0.971458517,0.998245371,0.999684229,0.96982252,0.999999992,0.996523861,0.997952841,0.981806307,1,1,0.999788323,0.999998849,1,0.999831699,0.977864408,0.981882142,0.98488941,0.992592936,0.999796112,1,0.5,0.999999822,0.999876734,0.961040938,0.5,0.996234371,0.987026726,0.992708839,0.980312309,0.9959652,0.996341585,0.980185996,0.976963127,0.989181425,0.990077251
1048,34.9,34.91666667,0.983192466,0.969504648,0.99811446,0.99965234,0.968387776,0.99999999,0.996118405,0.997751228,0.980969579,1,1,0.999769832,0.999998715,1,0.9998158,0.976093962,0.980580092,0.983492622,0.992054395,0.999780044,1,0.5,0.999999794,0.999879974,0.958236218,0.5,0.995836834,0.986287249,0.992113706,0.979208693,0.995657321,0.996069422,0.979189588,0.974624844,0.988429496,0.989517263
1049,34.93333333,34.95,0.982404648,0.967421507,0.997973801,0.999617231,0.966887148,0.999999988,0.995665862,0.997529809,0.98009515,1,1,0.999749727,0.999998564,1,0.9997984,0.97418565,0.979186453,0.981969082,0.991477034,0.99976271,1,0.5,0.999999762,0.999883129,0.955238985,0.5,0.995397524,0.98550624,0.991470414,0.978044598,0.995326059,0.995777097,0.97814419,0.972056009,0.987625958,0.988926025
1050,34.96666667,34.98333333,0.981580595,0.965201176,0.997822673,0.999578578,0.965317837,0.999999985,0.995160815,0.997286648,0.979181394,1,1,0.999727866,0.999998396,1,0.999779357,0.972129356,0.977695077,0.980307743,0.990858106,0.999744011,1,0.5,0.999999725,0.999886202,0.952037419,0.5,0.994912093,0.98468144,0.990775136,0.976816869,0.994969656,0.995463131,0.977047507,0.969235329,0.986767364,0.988301835
1051,35,35.01666667,0.980718705,0.962835334,0.997660299,0.999536024,0.963676946,0.999999981,0.994597236,0.997019622,0.978226623,1,1,0.999704095,0.999998208,1,0.999758515,0.969914322,0.976099445,0.978496683,0.990194677,0.999723838,1,0.5,0.999999683,0.999889193,0.948619176,0.5,0.994375752,0.983810474,0.990023753,0.975522204,0.994586224,0.995125937,0.975897151,0.966139845,0.985850048,0.987642902
1052,35.03333333,35.05,0.979817316,0.960315261,0.997485846,0.999489175,0.96196148,0.999999977,0.993968418,0.996726404,0.977229084,1,1,0.99967825,0.999997999,1,0.999735705,0.967529127,0.974392657,0.976523052,0.989483613,0.999702076,1,0.5,0.999999633,0.999892106,0.944971399,0.5,0.993783227,0.982890847,0.989211836,0.974157151,0.994173736,0.994763812,0.974690634,0.962744872,0.984870117,0.986947342
1053,35.06666667,35.08333333,0.978874694,0.957631825,0.997298421,0.999437599,0.960168344,0.999999971,0.99326691,0.996404442,0.976186955,1,1,0.999650147,0.999997764,1,0.999710741,0.964961665,0.972567408,0.974373021,0.988721572,0.999678599,1,0.5,0.999999576,0.999894942,0.941080733,0.5,0.993128709,0.981919943,0.988334619,0.972718103,0.993730018,0.994374936,0.973425367,0.95902394,0.983823436,0.986213178
1054,35.1,35.11666667,0.977889041,0.954775484,0.997097064,0.999380818,0.958294345,0.999999964,0.992484429,0.996050941,0.975098347,1,1,0.999619591,0.999997502,1,0.99968342,0.962199126,0.970615983,0.972031728,0.987904987,0.999653274,1,0.5,0.99999951,0.999897704,0.936933346,0.5,0.992405808,0.980895012,0.987386982,0.971201291,0.993252737,0.993957354,0.972098658,0.954948763,0.982705618,0.985438328
1055,35.13333333,35.15,0.976858487,0.951736282,0.996880747,0.999318308,0.956336187,0.999999955,0.99161178,0.995662835,0.973961301,1,1,0.999586368,0.99999721,1,0.999653519,0.959227983,0.968530233,0.969483232,0.987030055,0.999625953,1,0.5,0.999999434,0.999900393,0.932514955,0.5,0.991607496,0.979813175,0.986363426,0.969602783,0.99273939,0.993508975,0.970707706,0.950489223,0.981512008,0.984620609
1056,35.16666667,35.18333333,0.975781091,0.948503853,0.996648365,0.999249492,0.954290475,0.999999944,0.990638762,0.99523677,0.972773786,1,1,0.999550243,0.999996883,1,0.999620795,0.956033978,0.966301572,0.966710468,0.986092722,0.999596481,1,0.5,0.999999346,0.999903012,0.927810866,0.5,0.990726049,0.978671409,0.985258048,0.967918478,0.992187293,0.993027558,0.969249607,0.945613382,0.980237676,0.983757728
1057,35.2,35.21666667,0.974654835,0.94506743,0.996398733,0.999173735,0.952153714,0.99999993,0.989554065,0.99476907,0.971533697,1,1,0.999510966,0.999996518,1,0.999584982,0.952602125,0.963920959,0.963695204,0.985088673,0.999564687,1,0.5,0.999999244,0.999905561,0.922806019,0.5,0.989752982,0.977466551,0.984064516,0.966144105,0.991593571,0.992510706,0.967721339,0.940287532,0.978877397,0.982847277
1058,35.23333333,35.25,0.973477629,0.941415853,0.99613058,0.999090338,0.949922309,0.999999913,0.988345161,0.994255712,0.970238852,1,1,0.99946826,0.999996111,1,0.999545788,0.948916705,0.96137889,0.96041801,0.98401331,0.999530389,1,0.5,0.999999127,0.999908044,0.917485047,0.5,0.988678983,0.976195285,0.982776043,0.964275217,0.99095514,0.991955851,0.966119774,0.934476283,0.977425644,0.981886731
1059,35.26666667,35.28333333,0.972247302,0.937537585,0.995842544,0.998998533,0.947592566,0.999999892,0.98699819,0.993692293,0.968886994,1,1,0.999421828,0.999995655,1,0.999502894,0.944961282,0.958665392,0.95685823,0.982861744,0.999493391,1,0.5,0.999998991,0.999910461,0.911832344,0.5,0.987493839,0.974854144,0.98138536,0.962307189,0.990268699,0.991360246,0.964441663,0.9281427,0.975876571,0.980873442
1060,35.3,35.31666667,0.970961605,0.933420732,0.995533163,0.998897472,0.945160694,0.999999866,0.985497831,0.993073997,0.967475789,1,1,0.999371343,0.999995146,1,0.999455952,0.940718722,0.955770016,0.952993972,0.981628776,0.999453479,1,0.5,0.999998834,0.999912815,0.905832146,0.5,0.986186362,0.973439499,0.97988469,0.960235215,0.989530712,0.990720955,0.962683645,0.9212485,0.974224003,0.979804633
1061,35.33333333,35.35,0.969618207,0.929053075,0.995200869,0.998786225,0.942622808,0.999999833,0.983827173,0.992395557,0.966002822,1,1,0.999316452,0.999994578,1,0.99940458,0.93617122,0.952681837,0.948802109,0.980308883,0.999410425,1,0.5,0.999998652,0.999915107,0.899468629,0.5,0.984744304,0.97194756,0.978265719,0.95805431,0.988737395,0.990034835,0.960842239,0.913754314,0.972461421,0.978677396
1062,35.36666667,35.38333333,0.968214694,0.924422094,0.994843985,0.998663768,0.939974932,0.999999792,0.981967576,0.99165122,0.964465596,1,1,0.999256773,0.999993943,1,0.99934836,0.931300353,0.949389456,0.944258292,0.9788962,0.999363981,1,0.5,0.999998443,1,0.892726014,0.5,0.983154276,0.970374367,0.976519568,0.955759304,0.987884701,0.989298529,0.958913845,0.905620025,0.970581951,0.977488687
1063,35.4,35.41666667,0.966748568,0.919515018,0.994460708,0.998528974,0.937212999,0.999999742,0.979898526,0.990834698,0.962861535,1,1,0.999191888,0.999993234,1,0.999286835,0.92608713,0.945881006,0.939336995,0.977384506,0.999313882,1,0.5,0.9999982,1,0.885588696,0.5,0.981401657,0.968715789,0.974636767,0.953344844,0.9869683,0.98850845,0.956894744,0.89680519,0.968578355,0.976235318
1064,35.43333333,35.45,0.965217244,0.914318869,0.994049111,0.998380606,0.93433286,0.999999678,0.977597488,0.989939129,0.961187979,1,1,0.999121343,0.999992442,1,0.999219506,0.92051207,0.942144163,0.934011572,0.975767208,0.999259838,1,0.5,0.99999792,1,0.878041382,0.5,0.979470503,0.966967517,0.972607227,0.950805396,0.985983565,0.987660769,0.954781098,0.887269555,0.966443016,0.974913955
1065,35.46666667,35.48333333,0.963618053,0.908820519,0.993607126,0.998217299,0.931330284,0.9999996,0.975039758,0.988957028,0.959442185,1,1,0.999044645,0.999991557,1,0.999145826,0.914555295,0.938166164,0.928254353,0.974037325,0.999201541,1,0.5,0.999997596,1,0.870069243,0.5,0.977343459,0.965125062,0.970420214,0.948135245,0.984925556,0.986751395,0.952568947,0.876973664,0.964167934,0.973521115
1066,35.5,35.51666667,0.961948236,0.903006758,0.993132541,0.998037556,0.928200968,0.999999502,0.972198312,0.987880231,0.957621326,NaN,NaN,0.998961259,0.999990568,NaN,0.999065197,0.908196644,0.933933829,0.922036768,0.972187472,0.999138657,1,0.5,0.999997222,1,0.861658091,0.5,0.975001657,0.963183754,0.968064325,0.945328499,0.983788998,0.985775968,0.950254214,0.865879571,0.961744712,0.972053157
1067,35.53333333,35.55,0.960204944,0.896864369,0.992622986,0.99783973,0.924940541,0.99999938,0.969043668,0.986699848,0.955722491,0,0,0.998870604,0.999989463,0,0.998976966,0.9014158,0.929433593,0.915329507,0.970209847,0.999070824,1,0.5,0.99999679,1,0.85279456,0.5,0.972424634,0.961138734,0.965527466,0.942379093,0.982568265,0.984729837,0.947832704,0.85395166,0.959164555,0.970506284
1068,35.56666667,35.58333333,0.95838524,0.890380216,0.992075925,0.997622009,0.92154457,0.999999228,0.965543756,0.985406201,0.953742686,0,0,0.998772046,0.99998823,0,0.998880415,0.894192456,0.924651546,0.908102724,0.968096217,0.998997655,1,0.5,0.99999629,1,0.843466311,0.5,0.969590237,0.958984957,0.962796832,0.939280792,0.981257358,0.983608045,0.945300106,0.841157547,0.956418262,0.968876531
1069,35.6,35.61666667,0.956486098,0.883541337,0.991488643,0.997382403,0.918008573,0.999999039,0.961663799,0.98398877,0.951678832,0,0,0.9986649,0.999986852,0,0.998774764,0.886506489,0.919573477,0.90032629,0.965837903,0.998918731,1,0.5,0.999995713,1,0.833662239,0.5,0.966474545,0.956717188,0.959858893,0.936027204,0.979849889,0.982405316,0.942651995,0.827469088,0.95349623,0.96715977
1070,35.63333333,35.65,0.9545044,0.876335059,0.990858236,0.997118724,0.914328024,0.999998804,0.957366229,0.982436124,0.94952777,0,0,0.998548417,0.999985312,0,0.998659156,0.878338168,0.914184937,0.891970089,0.963425774,0.998833599,1,0.5,0.999995046,1,0.823372702,0.5,0.963051793,0.954330004,0.956699378,0.932611783,0.978339061,0.981116033,0.939883838,0.812863444,0.950388445,0.965351699
1071,35.66666667,35.68333333,0.952436941,0.868749108,0.990181599,0.996828568,0.910498365,0.999998511,0.952610633,0.980735861,0.947286254,0,0,0.998421788,0.999983592,0,0.998532656,0.869668389,0.908471302,0.883004377,0.960850232,0.998741773,1,0.5,0.999994275,1,0.812589749,0.5,0.959294316,0.951817789,0.953303276,0.929027843,0.976717644,0.979734225,0.936990994,0.797324205,0.947084498,0.963447844
1072,35.7,35.71666667,0.950280423,0.860771745,0.989455414,0.996509295,0.906515018,0.999998147,0.947353744,0.978874545,0.944950962,0,0,0.998284132,0.999981671,0,0.998394241,0.860478929,0.902417855,0.873400185,0.95810121,0.998642728,1,0.5,0.999993384,1,0.801307361,0.5,0.955172505,0.949174742,0.949654831,0.92526857,0.974977961,0.978253545,0.933968724,0.780842522,0.943573583,0.961443554
1073,35.73333333,35.75,0.948031464,0.852391904,0.988676133,0.996158004,0.902373398,0.999997693,0.94154949,0.976837634,0.942518492,0,0,0.998134491,0.999979525,0,0.998242791,0.850752731,0.896009879,0.863129791,0.955168162,0.998535897,1,0.5,0.999992354,1,0.789521688,0.5,0.950654794,0.946394876,0.945737557,0.921327037,0.973111866,0.97666726,0.930812193,0.763418235,0.939844518,0.959334
1074,35.76666667,35.78333333,0.945686592,0.843599341,0.987839968,0.99577151,0.898068925,0.999997129,0.935149123,0.974609419,0.939985363,0,0,0.997971826,0.999977127,0,0.998077086,0.840474206,0.889232757,0.852167238,0.95204007,0.998420671,1,0.5,0.999991164,1,0.777231284,0.5,0.945707668,0.94347202,0.941534251,0.917196222,0.971110724,0.974968224,0.927516479,0.745060917,0.935885754,0.957114174
1075,35.8,35.81666667,0.943242251,0.834384794,0.986942876,0.995346318,0.893597042,0.999996427,0.928101429,0.972172957,0.937348023,0,0,0.997795009,0.999974449,0,0.997895787,0.829629567,0.882072094,0.840488911,0.94870544,0.998296392,1,0.5,0.999989789,1,0.764437334,0.5,0.940295714,0.940399831,0.937027026,0.912869025,0.968965398,0.973148869,0.924076582,0.725790812,0.931685404,0.954778887
1076,35.83333333,35.85,0.940694803,0.824740145,0.98598054,0.994878591,0.888953228,0.999995552,0.920353057,0.969510007,0.934602849,0,0,0.997602814,0.999971457,0,0.997697434,0.818207163,0.874513848,0.828074159,0.945152311,0.998162352,1,0.5,0.9999882,1,0.751143871,0.5,0.934381719,0.937171793,0.932197354,0.908338295,0.966666228,0.971201186,0.920487429,0.705639602,0.927231272,0.952322769
1077,35.86666667,35.88333333,0.938040529,0.814658598,0.984948361,0.99436412,0.884133021,0.999994464,0.911848968,0.966600978,0.93174615,0,0,0.997393911,0.999968115,0,0.99748043,0.806197844,0.86654447,0.814905954,0.941368272,0.998017786,1,0.5,0.999986364,1,0.737357967,0.5,0.927926817,0.93378123,0.927026121,0.903596851,0.964203019,0.96911671,0.916743892,0.684650938,0.922510882,0.949740273
1078,35.9,35.91666667,0.935275634,0.804134851,0.983841432,0.99379829,0.879132032,0.999993109,0.902533038,0.963424871,0.928774174,0,0,0.997166854,0.999964382,0,0.997243032,0.793595316,0.858151067,0.80097158,0.937340473,0.997861872,1,0.5,0.999984242,1,0.723089902,0.5,0.920890702,0.930221317,0.921493698,0.898637512,0.961565028,0.966886501,0.912840794,0.662880703,0.917511529,0.947025675
1079,35.93333333,35.95,0.932396249,0.793165273,0.982654532,0.993176042,0.873945967,0.999991423,0.892348816,0.959959241,0.925683111,0,0,0.996920076,0.999960211,0,0.996983333,0.780396503,0.849321569,0.786263328,0.933055654,0.997693722,1,0.5,0.999981789,1,0.708353303,0.5,0.91323192,0.926485091,0.915580037,0.893453129,0.958740953,0.96450114,0.908772926,0.640396938,0.912220324,0.944173075
1080,35.96666667,35.98333333,0.929398438,0.78174808,0.9813821,0.992491832,0.868570651,0.999989325,0.881240481,0.956180165,0.9224691,0,0,0.996651875,0.999955552,0,0.996699252,0.766601903,0.840044915,0.770779193,0.928500179,0.997512382,1,0.5,0.999978955,1,0.693165241,0.5,0.904908234,0.922565465,0.90926478,0.888036619,0.95571893,0.961950709,0.904535057,0.617279411,0.906624258,0.941176409
